,Title,Release Date,Series or Movies,drama,comedy,action,thriller,romance,crime,adventure,animation,fantasy,family,sci-fi,mystery,horror,documentary,biography,history,music,short,sport,war,musical,reality-tv,western,game-show,talk-show,Title for Crawling
591,The Ripper,1997-12-06,Series,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theripper
592,How To Ruin Christmas,2020-12-16,Series,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,howtoruinchristmas
602,The Sound of Your Heart,2016-11-07,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thesoundofyourheart
619,Tiny Pretty Things,2020-12-14,Series,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,tinyprettythings
621,A California Christmas,2020-12-14,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acaliforniachristmas
698,Take Point,2018-12-26,Movie,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,takepoint
716,The Prom,2010-06-01,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,theprom
717,Torbaaz,2020-12-11,Movie,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,torbaaz
719,Giving Voice,2020-12-11,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,givingvoice
722,Canvas,2008-12-12,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,canvas
723,A Trash Truck Christmas,2020-12-11,Movie,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,atrashtruckchristmas
733,Rose Island,2020-12-09,Movie,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,roseisland
735,The Surgeons Cut,1995-01-13,Series,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thesurgeonscut
740,Spirit Riding Free  Ride Along Adventure,2020-12-08,Movie,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,spiritridingfreeridealongadventure
741,Babel,2006-11-10,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,babel
743,Andr   & his olive tree,1994-12-25,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,andrhisolivetree
754,World on Fire,2020-04-05,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,worldonfire
759,100 Days My Prince,2018-09-10,Series,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100daysmyprince
773,Nothing But Thirty,2020-07-17,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nothingbutthirty
774,More than Friends,1978-10-20,Series,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,morethanfriends
775,Love Again,2015-06-21,Series,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,loveagain
776,Hello Jadoo,2016-05-08,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hellojadoo
777,Graceful Family,2019-08-21,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gracefulfamily
778,Devilish Charm,2014-05-01,Series,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,devilishcharm
779,"My TYRANO  Together, Forever",2019-08-14,Movie,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mytyranotogetherforever
780,Queen & Slim,2014-03-07,Movie,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,queenslim
781,Lightning Man & The Mystery Island,2019-04-26,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lightningmanthemysteryisland
782,Emma,1996-08-30,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emma
783,Abominable,2019-09-27,Movie,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abominable
784,Detention,2012-04-13,Series,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,detention
785,Mighty Express  A Mighty Christmas,2020-12-05,Movie,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mightyexpressamightychristmas
787,MANK,2020-12-04,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mank
788,Selena  The Series,2020-12-04,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,selenatheseries
789,Bhaag Beanie Bhaag,2020-12-04,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bhaagbeaniebhaag
791,Christmas Crossfire,2020-12-04,Movie,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christmascrossfire
792,Captain Underpants Mega Blissmas,2020-12-04,Movie,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,captainunderpantsmegablissmas
793,Body Cam,2020-05-18,Movie,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,bodycam
797,Just Another Christmas,2020-12-03,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,justanotherchristmas
798,Chico Bon Bon and the Very Berry Holiday,2020-12-03,Movie,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chicobonbonandtheveryberryholiday
805,Fierce,2016-04-19,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fierce
806,Hazel Brugger  Tropical,2020-12-02,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hazelbruggertropical
807,Alien Worlds,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,alienworlds
816,The Holiday Movies That Made Us,2020-12-01,Series,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,theholidaymoviesthatmadeus
820,Angelas Christmas Wish,1995-01-01,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,angelaschristmaswish
862,Love Island Australia,2018-05-27,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,loveislandaustralia
866,The Guest,2014-09-05,Series,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,theguest
871,Finding Agnes,2020-11-30,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,findingagnes
908,Secret Zoo,2020-01-15,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,secretzoo
958,The Uncanny Counter,2020-11-28,Series,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,theuncannycounter
1026,The Swindlers,2017-12-01,Movie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theswindlers
1048,Cheese in the Trap,2016-01-04,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cheeseinthetrap
1060,Heartbreak High,1994-02-27,Series,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,heartbreakhigh
1061,Fabulous Lives of Bollywood Wives,2020-11-27,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fabulouslivesofbollywoodwives
1063,Mosul,2019-04-12,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,mosul
1067,The Call,2013-03-15,Movie,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thecall
1068,The Beast,1977-04-15,Movie,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thebeast
1069,A Go! Go! Cory Carson Christmas,2020-11-27,Movie,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,agogocorycarsonchristmas
1072,Notes for My Son,2020-11-24,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notesformyson
1074,Hillbilly Elegy,2020-11-24,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hillbillyelegy
1075,Dragons  Rescue Riders  Huttsgalor Holiday,2020-11-24,Movie,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dragonsrescueridershuttsgalorholiday
1077,Shawn Mendes  In Wonder,2020-11-23,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,shawnmendesinwonder
1081,Voices of Fire,2020-11-20,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,voicesoffire
1082,Mismatched,2020-11-20,Series,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mismatched
1083,If Anything Happens I Love You,2020-03-07,Movie,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ifanythinghappensiloveyou
1084,Alien Xmas,2020-11-20,Movie,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,alienxmas
1087,Rocketman,2019-05-31,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,rocketman
1088,The Princess Switch  Switched Again,2020-11-19,Movie,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theprincessswitchswitchedagain
1095,Holiday Home Makeover with Mr. Christmas,2020-11-18,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,holidayhomemakeoverwithmrchristmas
1098,Kevin Hart  Zero F**ks Given,2020-11-17,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kevinhartzerofksgiven
1099,We Are the Champions,2005-03-11,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,wearethechampions
1104,18 Again,2020-09-21,Series,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18again
1105,Beyblade Burst Rise,2020-02-08,Series,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,beybladeburstrise
1109,Alter Me,2020-11-15,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alterme
1117,The Life Ahead,2020-11-13,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thelifeahead
1118,Jingle Jangle  A Christmas Journey,2020-11-13,Movie,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,jinglejangleachristmasjourney
1120,Ludo,2016-11-22,Movie,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ludo
1121,Ethos,2011-02-10,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ethos
1124,The Liberator,2014-07-24,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,theliberator
1125,Trial 4,2020-11-11,Series,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,trial4
1126,Aunty Donnas Big Ol House of Fun,2016-02-11,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,auntydonnasbigolhouseoffun
1127,A Queen Is Born,1953-03-29,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aqueenisborn
1128,What We Wanted,2020-11-11,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whatwewanted
1135,Trash Truck,2020-11-10,Series,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trashtruck
1136,DASH & LILY,2009-04-26,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,dashlily
1137,A Lion in the House,2006-07-28,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,alioninthehouse
1138,Girls Revenge,2014-10-03,Movie,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,girlsrevenge
1139,Citation,2020-11-06,Movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,citation
1142,The SpongeBob Movie  Sponge on the Run,2021-03-04,Movie,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thespongebobmoviespongeontherun
1143,Operation Christmas Drop,2020-11-05,Movie,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,operationchristmasdrop
1144,Carmel  Who Killed Maria Marta,2020-11-05,Series,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,carmelwhokilledmariamarta
1146,Paranormal,2009-10-16,Series,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,paranormal
1147,Ten Years Late,,Series,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tenyearslate
1149,Mr. Heart,2020-09-18,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,mrheart
1150,Peninsula,2019-10-19,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,peninsula
1151,The Secret  Dare to Dream,2020-07-31,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thesecretdaretodream
1152,The War of the Roses,1989-12-08,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thewaroftheroses
1153,Jay and Silent Bob Reboot,2019-11-29,Movie,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jayandsilentbobreboot
1154,Harriet,2019-11-01,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,harriet
1155,Dolittle,2020-01-17,Movie,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dolittle
1156,Cats,2019-12-20,Movie,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cats
1161,Love & Anarchy,2015-10-30,Series,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,loveanarchy
1174,MOTHER,2009-05-28,Movie,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mother
1221,Ghosts of War,2020-07-17,Movie,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,ghostsofwar
1223,My Christmas Inn,2018-11-21,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mychristmasinn
1224,Christmas Wonderland,2018-12-01,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christmaswonderland
1225,Christmas Made To Order,2018-12-23,Movie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,christmasmadetoorder
1227,You Animal!,2020-10-28,Movie,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,youanimal
1235,Blood of Zeus,2020-10-27,Series,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bloodofzeus
1236,Secrets of the Saqqara Tomb,2020-10-28,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,secretsofthesaqqaratomb
1237,Kaali Khuhi,2020-10-30,Movie,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,kaalikhuhi
1238,His House,2020-10-30,Movie,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,hishouse
1239,Holidate,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,holidate
1241,The Queens Gambit,2006-11-17,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,thequeensgambit
1242,Move,2012-10-04,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,move
1243,Barbarians,2014-09-04,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,barbarians
1244,A Suitable Boy,2020-12-07,Series,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asuitableboy
1245,Over the Moon,1940-03-29,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,overthemoon
1248,Cadaver,2006-08-24,Movie,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cadaver
1253,Someday or One Day,2019-11-17,Series,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,somedayoroneday
1256,Rebecca,1940-04-12,Movie,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,rebecca
1259,Bending the Arc,2017-10-06,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bendingthearc
1262,The Magic School Bus Rides Again The Frizz Connection,2020-10-20,Movie,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,themagicschoolbusridesagainthefrizzconnection
1278,Start-Up,2019-12-18,Series,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,startup
1280,Tayos Singalong Show,,Series,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tayossingalongshow
1281,Someone Has to Die,2020-10-16,Series,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,someonehastodie
1282,Grand Army,2020-10-16,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grandarmy
1283,Dream Home Makeover,2020-10-16,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,dreamhomemakeover
1284,The Trial of the Chicago 7,2020-10-16,Movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,thetrialofthechicago7
1287,Social Distance,2020-10-15,Series,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,socialdistance
1288,Rooting for Roona,2020-10-15,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,rootingforroona
1290,A Babysitters Guide to Monster Hunting,1990-10-05,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ababysittersguidetomonsterhunting
1293,Bureau of Magical Things,2018-07-08,Series,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bureauofmagicalthings
1299,The Cabin with Bert Kreischer,2020-10-13,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,thecabinwithbertkreischer
1300,Octonauts & the Great Barrier Reef,2020-08-14,Movie,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,octonautsthegreatbarrierreef
1301,The Three Deaths of Marisela Escobedo,2020-10-14,Movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,thethreedeathsofmariselaescobedo
1303,BLACKPINK  Light Up the Sky,2020-10-14,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,blackpinklightupthesky
1304,A Choo,2020-07-15,Movie,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,achoo
1308,The Haunting of Bly Manor,2020-10-09,Series,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,thehauntingofblymanor
1309,Deaf U,2020-10-09,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,deafu
1310,The Forty-Year-Old Version,2020-10-09,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thefortyyearoldversion
1311,Ginny Weds Sunny,2020-10-09,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ginnywedssunny
1314,Private Lives,1931-12-12,Series,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,privatelives
1316,Do Do Sol Sol La La Sol,2020-10-07,Series,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,dodosolsollalasol
1323,To the Lake,2020-10-07,Series,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tothelake
1324,Hubie Halloween,2020-10-07,Movie,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,hubiehalloween
1328,Yu-Gi-Oh! Vrains,2017-06-01,Series,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yugiohvrains
1329,Into the Wilderness,1914-02-04,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,intothewilderness
1330,Doraemon the Movie  Nobitas Treasure Island,2016-03-05,Movie,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,doraemonthemovienobitastreasureisland
1331,Honey Boy,2019-11-27,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,honeyboy
1332,Blumhouses Fantasy Island,2022-10-14,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blumhousesfantasyisland
1333,Black Christmas,1974-12-20,Movie,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,blackchristmas
1335,Bad Boy Billionaires  India,2020-09-02,Series,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,badboybillionairesindia
1336,David Attenborough  A Life on Our Planet,2020-10-04,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,davidattenboroughalifeonourplanet
1340,Song Exploder,2020-10-02,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,songexploder
1341,Emily in Paris,2020-10-02,Series,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,emilyinparis
1342,The Binding,2016-08-02,Movie,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thebinding
1343,Serious Men,2020-10-02,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seriousmen
1344,Vampires vs. the Bronx,2020-10-02,Movie,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,vampiresvsthebronx
1345,Youve Got This,2018-09-09,Movie,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,youvegotthis
1346,Dick Johnson Is Dead,2020-10-02,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,dickjohnsonisdead
1366,Familiar Wife,2018-08-01,Series,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,familiarwife
1367,Code Lyoko,2004-04-19,Series,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,codelyoko
1370,The Boys in the Band,2020-09-30,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theboysintheband
1371,American Murder  The Family Next Door,2020-09-30,Movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,americanmurderthefamilynextdoor
1374,Michelle Buteau  Welcome to Buteaupia,2020-09-29,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,michellebuteauwelcometobuteaupia
1377,"Whose Vote Counts, Explained",2020-09-28,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,whosevotecountsexplained
1379,The School Nurse Files,2020-09-25,Series,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theschoolnursefiles
1380,Sneakerheads,2020-09-25,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sneakerheads
1381,A Perfect Crime,1921-03-05,Series,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aperfectcrime
1385,Hozukis Coolheadedness,1994-03-26,Series,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,hozukiscoolheadedness
1386,Enola Holmes,2020-09-23,Movie,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,enolaholmes
